wkt_geom	localityId	localityName	dataId	x	y	latitude	longitude	zone	altitude	horiz_precision	vert_precision	planeType	dip	dipAzimuth	strike	declination	unitId	timedate	notes
Point (740583.32169123005587608 4488363.66613953001797199)	434166574aae63057b6a5f512741ed3a	12B	61ee0c18f8a4c39604126ba8da0ae4c2	740583.32169123	4488363.66613953	40.51112219	-6.16043251	29T	3	2.38020226	-1	Bedding	14.68780708	276.83148193	186.83148193	-0.25527954	Qtz+Ss+Ms	Mon Aug 26 08:40:54 2024	
Point (740583.15545713005121797 4488360.24106863979250193)	434166574aae63057b6a5f512741ed3a	12B	146bbd41ff386d855ab51aba88f7cd0c	740583.15545713	4488360.24106864	40.51109142	-6.16043577	29T	4.65313173	4.74865153	-1	Bedding	13.37704849	264.08746338	174.08746338	-0.25527954	Qtz+Ss+Ms	Mon Aug 26 08:40:01 2024	
Point (740632.91670584003441036 4488388.13676944002509117)	23436bba2a1e9f5c558699528ab21875	12A	8a79f2900c01fab077cf61892d1227dd	740632.91670584	4488388.13676944	40.51132799	-6.15983853	29T	3.40989484	4.73595859	-1	Bedding	31.51605225	268.20858765	178.20858765	-0.25527954	Qtz+Ss+Ms	Mon Aug 26 08:32:33 2024	
Point (740633.1068709900137037 4488385.60315893962979317)	23436bba2a1e9f5c558699528ab21875	12A	b9f7aac70857edb2dcd9224c88a8251c	740633.10687099	4488385.60315894	40.51130514	-6.15983725	29T	8.66513712	4.74865153	-1	Bedding	17.13975334	263.2852478	173.2852478	-0.25527954	Qtz+Ss+Ms	Mon Aug 26 08:32:07 2024	
Point (740630.94777470000553876 4488387.14722639974206686)	23436bba2a1e9f5c558699528ab21875	12A	e2703be4d82bb2ba1be1746ffd404f1c	740630.9477747	4488387.1472264	40.51131966	-6.15986212	29T	4.29000224	4.74865153	-1	Bedding	32.00694275	252.17320251	162.17320251	-0.25527954	Qtz+Ss+Ms	Mon Aug 26 08:31:53 2024	
Point (740631.46639674995094538 4488386.09977411013096571)	23436bba2a1e9f5c558699528ab21875	12A	aeb686395fd6a12d11299f61393c528a	740631.46639675	4488386.09977411	40.51131009	-6.1598564	29T	3	4.74865153	-1	Bedding	15.60394001	265.56896973	175.56896973	-0.25527954	Qtz+Ss+Ms	Mon Aug 26 08:31:15 2024	
Point (740631.78815379994921386 4488386.38906653039157391)	23436bba2a1e9f5c558699528ab21875	12A	a90a65bff41cac47713a6bc089d877c3	740631.7881538	4488386.38906653	40.51131259	-6.1598525	29T	3	3.43688705	-1	Bedding	21.60618782	256.84695435	166.84695435	-0.25527954	Qtz+Ss+Ms	Mon Aug 26 08:30:57 2024	
Point (739156.48562291997950524 4488270.1892851497977972)	5685eed9741ed7f16074c0af9004d7af	08D	81cf70b4344c8f61132b1d3e23fdc3d7	739156.48562292	4488270.18928515	40.51069352	-6.17728907	29T	5.64469576	5.63320913	-1	Bedding	67.73733521	29.91634369	299.91635132	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 13:22:35 2024	
Point (739158.36655326001346111 4488264.09472899977117777)	5685eed9741ed7f16074c0af9004d7af	08D	399023c1f39ca99217ac4e9ee75655f6	739158.36655326	4488264.094729	40.51063814	-6.17726919	29T	5.25144936	4.76445784	-1	Bedding	64.76276398	23.69629669	293.69628906	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 13:21:58 2024	
Point (739173.56801080994773656 4488211.93618002999573946)	5685eed9741ed7f16074c0af9004d7af	08D	3758336b189880c88739fc21d65af7ff	739173.56801081	4488211.93618003	40.51016443	-6.17710968	29T	4.55246558	4.74865153	-1	Bedding	66.27185059	28.89782524	298.89782715	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 13:13:21 2024	
Point (739172.31909374997485429 4488212.25664256978780031)	5685eed9741ed7f16074c0af9004d7af	08D	6c29ed27a8dc01fda0c8ac94a1d19e91	739172.31909375	4488212.25664257	40.51016768	-6.17712428	29T	4.39966148	4.74553813	-1	Bedding	69.8735733	35.85250473	305.85250854	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 13:13:13 2024	
Point (739174.45710389001760632 4488211.89406879991292953)	5685eed9741ed7f16074c0af9004d7af	08D	5cda5219da2e307cb8a00c53ce5fe766	739174.45710389	4488211.8940688	40.5101638	-6.17709921	29T	3.32261705	2.75884068	-1	Bedding	59.74255753	15.0605917	285.06060791	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 13:13:06 2024	
Point (739203.26745063997805119 4488268.79582646954804659)	d050bf98cc9f9b03346567a94d99c9f7	08B	1ba0f6e4028dbb3d94cfd0a555695a4d	739203.26745064	4488268.79582647	40.5106675	-6.17673807	29T	3	4.74865153	-1	Bedding	60.46794128	43.06020737	313.06021118	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 10:06:27 2024	
Point (739203.42257789999712259 4488275.1294700400903821)	d050bf98cc9f9b03346567a94d99c9f7	08B	6e2164ad61fb0e415172d0b4868818d2	739203.4225779	4488275.12947004	40.51072444	-6.17673385	29T	3.34030921	4.74865153	-1	Bedding	62.64337158	23.92043304	293.92044067	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 10:04:38 2024	
Point (739199.33575746999122202 4488350.19068170990794897)	d050bf98cc9f9b03346567a94d99c9f7	08B	3d0c6c4e50bc3161f472fbb4398db13d	739199.33575747	4488350.19068171	40.51140103	-6.17675369	29T	3	4.74865153	-1	Bedding	54.03419113	37.87511063	307.87512207	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 09:56:51 2024	
Point (739200.52151698002126068 4488343.54953585006296635)	d050bf98cc9f9b03346567a94d99c9f7	08B	4f8309d24a76ffd57d023a107dc01b64	739200.52151698	4488343.54953585	40.51134093	-6.17674221	29T	3	4.74865153	-1	Bedding	57.20657349	47.40076447	317.40075684	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 09:56:25 2024	
Point (739198.96727788995485753 4488374.20717187970876694)	d050bf98cc9f9b03346567a94d99c9f7	08B	3bdb3838f28cc93c9020494611760107	739198.96727789	4488374.20717188	40.51161723	-6.17674896	29T	6.14584278	4.74865153	-1	Bedding	54.77984238	42.36738586	312.36737061	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 09:53:47 2024	
Point (739216.15585221000947058 4488384.33780765999108553)	d050bf98cc9f9b03346567a94d99c9f7	08B	110bf3c3c8da7ad4f888c863e9b438f2	739216.15585221	4488384.33780766	40.51170343	-6.17654249	29T	6.29251587	4.74865153	-1	Bedding	50.2095871	52.49514008	322.49514771	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 09:46:34 2024	
Point (739226.11291777994483709 4488374.83530685026198626)	d050bf98cc9f9b03346567a94d99c9f7	08B	425076aa3ce14cc0ead3654b55996c35	739226.11291778	4488374.83530685	40.51161506	-6.17642869	29T	3	4.74865153	-1	Bedding	46.69036865	49.7050209	319.70501709	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 09:45:49 2024	
Point (739222.93867502000648528 4488376.74404419027268887)	d050bf98cc9f9b03346567a94d99c9f7	08B	9a530d2b053a43b5ed9c3a8407d09bf2	739222.93867502	4488376.74404419	40.51163315	-6.17646539	29T	7.85773618	4.74865153	-1	Bedding	50.16664886	45.4959259	315.49591064	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 09:45:22 2024	
Point (739312.94079795002471656 4488296.45523076038807631)	21a3d9643e123934eb99433e2753f615	08A	851645cc1e8008bb072838b67825417d	739312.94079795	4488296.45523076	40.51088476	-6.17543467	29T	3	4.74865153	-1	Bedding	57.35334015	45.9846344	315.98461914	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 09:18:15 2024	
Point (739312.8334660199470818 4488296.53641957975924015)	21a3d9643e123934eb99433e2753f615	08A	a056328b3fed9b9e58e8c49e8724b73b	739312.83346602	4488296.53641958	40.51088552	-6.1754359	29T	3	4.74865153	-1	Bedding	51.89569092	45.58023071	315.58023071	-0.25527954	Qtz+Ss+Ms	Wed Aug 21 09:18:04 2024	
Point (739874.94414083997253329 4488571.60711837001144886)	031f9c56dc389e25c011b7738ad8941b	05D	4019f435b46937b90e1dfc8244c559ba	739874.94414084	4488571.60711837	40.51319831	-6.16870491	29T	13.03781319	17.09744879	-1	Bedding	26.63844681	1.68200135	271.68200684	-0.25527954	Qtz	Fri Aug 16 15:55:36 2024	
Point (739853.96211341000162065 4488684.31537371035665274)	031f9c56dc389e25c011b7738ad8941b	05D	0bdc9a13dec96f380f9964a5b790385d	739853.96211341	4488684.31537371	40.51421852	-6.16890959	29T	4.6518565	4.74865153	-1	Bedding	9.38639736	352.67550659	262.67550659	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:51:48 2024	
Point (739855.70296042005065829 4488683.68695924989879131)	031f9c56dc389e25c011b7738ad8941b	05D	cd4e0c717a81162652868cbb9b95a2cc	739855.70296042	4488683.68695925	40.51421236	-6.16888931	29T	4.04756517	4.74865153	-1	Bedding	9.94113064	351.90274048	261.90274048	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:51:33 2024	
Point (739853.65324401005636901 4488684.70660054963082075)	031f9c56dc389e25c011b7738ad8941b	05D	16c2f3232130df49d264b9f600152992	739853.65324401	4488684.70660055	40.51422213	-6.16891309	29T	6.85419261	4.74865153	-1	Bedding	10.74690914	0.62418491	270.62417603	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:51:20 2024	
Point (739864.51476624002680182 4488723.67364429030567408)	031f9c56dc389e25c011b7738ad8941b	05D	f19238ae29736b6cd90cf60cc8e83774	739864.51476624	4488723.67364429	40.51456961	-6.16877027	29T	3	2.5000489	-1	Bedding	17.98235321	350.51812744	260.51812744	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:48:23 2024	
Point (739865.63233973004389554 4488731.7068215599283576)	031f9c56dc389e25c011b7738ad8941b	05D	23964627eebdfd41713aa8a985d3a672	739865.63233973	4488731.70682156	40.51464157	-6.16875405	29T	5.29358139	4.74865163	-1	Bedding	16.27886963	334.27243042	244.27243042	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:44:16 2024	
Point (739866.74004525004420429 4488724.47200283035635948)	031f9c56dc389e25c011b7738ad8941b	05D	08ff5bad81ae2f006d7b4522d5b6c2ba	739866.74004525	4488724.47200283	40.51457615	-6.16874374	29T	9.4086274	4.74865153	-1	Bedding	18.76185799	0.77390289	270.77389526	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:43:33 2024	
Point (739831.64970923995133489 4488940.83627280034124851)	031f9c56dc389e25c011b7738ad8941b	05D	bde8417cb7a57536cd9443ac8231263f	739831.64970924	4488940.8362728	40.51653314	-6.1690755	29T	3.67081785	3.94746211	-1	Bedding	6.98100901	196.8637085	106.8637085	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:19:00 2024	
Point (739872.50216259004082531 4488895.24636880028992891)	031f9c56dc389e25c011b7738ad8941b	05D	9ce073d426ad08198bdc01ecdb5e7ea0	739872.50216259	4488895.2463688	40.51611111	-6.16861111	29T	3	336.10916745	-1	Bedding	17.0430584	228.77375793	138.77375793	-0.25527954	Qtz	Fri Aug 16 15:16:03 2024	
Point (739872.50216259004082531 4488895.24636880028992891)	031f9c56dc389e25c011b7738ad8941b	05D	928802fbc23a57a6b2b42fb32e18924f	739872.50216259	4488895.2463688	40.51611111	-6.16861111	29T	3	336.10916745	-1	Bedding	20.62068367	197.23377991	107.23377991	-0.25527954	Qtz	Fri Aug 16 15:15:38 2024	
Point (739855.93010120000690222 4488903.26405640039592981)	031f9c56dc389e25c011b7738ad8941b	05D	fe8acaf2810405aef43dda46c421bd8e	739855.9301012	4488903.2640564	40.51618805	-6.16880346	29T	3	4.74865153	-1	Bedding	19.66178894	200.07685852	110.07685852	-0.25527954	Qtz	Fri Aug 16 15:15:04 2024	
Point (739855.93010120000690222 4488903.26405640039592981)	031f9c56dc389e25c011b7738ad8941b	05D	6c51fc143e5cfc1da92098f851576034	739855.9301012	4488903.2640564	40.51618805	-6.16880346	29T	3	4.74865153	-1	Bedding	29.72536278	203.10490417	113.10490417	-0.25527954	Qtz	Fri Aug 16 15:14:29 2024	
Point (739855.9131927399430424 4488904.34281373023986816)	031f9c56dc389e25c011b7738ad8941b	05D	3e9b280d417700be168f9a22fbfa0882	739855.91319274	4488904.34281373	40.51619776	-6.16880325	29T	11.65715858	4.74865153	-1	Bedding	24.4300766	198.0267334	108.0267334	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:13:02 2024	
Point (739854.06281020003370941 4488836.03054783027619123)	031f9c56dc389e25c011b7738ad8941b	05D	b60697bd6f1617e6a4a666f7a1ed2bb3	739854.0628102	4488836.03054783	40.51558362	-6.16885094	29T	4.66145608	4.74865154	-1	Bedding	0	0	270	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:09:14 2024	
Point (739854.22136810002848506 4488836.53570378012955189)	031f9c56dc389e25c011b7738ad8941b	05D	8fce9d8bb4ccb2a3e0e5aab3b906ef86	739854.2213681	4488836.53570378	40.51558812	-6.16884888	29T	4.32326598	4.74865153	-1	Bedding	6.19384909	223.66635132	133.66635132	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:08:54 2024	
Point (739851.18251893995329738 4488833.31169051956385374)	031f9c56dc389e25c011b7738ad8941b	05D	d2f7efd57b5ffca382c84ac0de99c0fd	739851.18251894	4488833.31169052	40.51555999	-6.16888593	29T	5.31387854	8.89205253	-1	Bedding	0	0	270	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:08:27 2024	
Point (739872.05596775002777576 4488845.96242642961442471)	031f9c56dc389e25c011b7738ad8941b	05D	f0ca5c7454ef8489763529191565b955	739872.05596775	4488845.96242643	40.51566778	-6.16863504	29T	12.57716443	4.74865153	-1	Bedding	4.21994495	260.54934692	170.54934692	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:07:06 2024	
Point (739872.05596775002777576 4488845.96242642961442471)	031f9c56dc389e25c011b7738ad8941b	05D	d0914e119f2deca49bf9dd86935e4f1f	739872.05596775	4488845.96242643	40.51566778	-6.16863504	29T	12.57716443	4.74865153	-1	Bedding	6.04040861	197.96417236	107.96417236	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:06:58 2024	
Point (739872.05596775002777576 4488845.96242642961442471)	031f9c56dc389e25c011b7738ad8941b	05D	1aff673587a014598b005595667a8eff	739872.05596775	4488845.96242643	40.51566778	-6.16863504	29T	12.57716443	4.74865153	-1	Bedding	5.59327507	220.95251465	130.95251465	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:06:45 2024	
Point (739872.05596775002777576 4488845.96242642961442471)	031f9c56dc389e25c011b7738ad8941b	05D	7ee9004db8c1a15831ee2482a59e08c8	739872.05596775	4488845.96242643	40.51566778	-6.16863504	29T	12.57716443	4.74865153	-1	Bedding	8.18506145	197.14962769	107.14962769	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:06:35 2024	
Point (739871.59093281999230385 4488843.40865133982151747)	031f9c56dc389e25c011b7738ad8941b	05D	d229cda370e949b25268bd3ffd6dff18	739871.59093282	4488843.40865134	40.51564494	-6.16864149	29T	6.05886902	3.58232707	-1	Bedding	11.64488983	279.45852661	189.45852661	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:06:09 2024	
Point (739884.52860656997654587 4488858.14957236964255571)	031f9c56dc389e25c011b7738ad8941b	05D	b24c34f2eec5f0b973b5c1b2f9429a7b	739884.52860657	4488858.14957237	40.51577384	-6.16848337	29T	6.54256097	3.21895398	-1	Bedding	7.50253963	238.21995544	148.21995544	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:05:05 2024	
Point (739887.19442451000213623 4488865.46672387979924679)	031f9c56dc389e25c011b7738ad8941b	05D	21649c0f81eb3dcd3f4b60e62e859b3f	739887.19442451	4488865.46672388	40.51583891	-6.16844917	29T	4.60907602	7.02609391	-1	Bedding	6.67061043	239.35684204	149.35684204	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:04:56 2024	
Point (739885.28568512003403157 4488856.51102778967469931)	031f9c56dc389e25c011b7738ad8941b	05D	35dadde6f964db24bf0c8ff0afe8747c	739885.28568512	4488856.51102779	40.51575888	-6.16847507	29T	4.57829973	4.74865153	-1	Bedding	9.37953281	242.15496826	152.15496826	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:04:08 2024	
Point (739884.91138634004164487 4488858.0712132602930069)	031f9c56dc389e25c011b7738ad8941b	05D	a4e838ef94c224df85be98f07d38c77a	739884.91138634	4488858.07121326	40.51577302	-6.16847889	29T	3	4.74865153	-1	Bedding	7.68786097	240.65490723	150.65490723	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 15:03:50 2024	
Point (739909.59717733005527407 4488784.6188320703804493)	031f9c56dc389e25c011b7738ad8941b	05D	a2fbcc8c093215d24528c3dd8322cc49	739909.59717733	4488784.61883207	40.51510496	-6.16821567	29T	3.19960266	4.74865153	-1	Bedding	9.1873045	353.97909546	263.97909546	-0.25527954	Qtz	Fri Aug 16 14:57:48 2024	
Point (739910.2209255100460723 4488786.01593661960214376)	031f9c56dc389e25c011b7738ad8941b	05D	8f085d3ed9e794f724223245bac94beb	739910.22092551	4488786.01593662	40.51511735	-6.16820779	29T	3.34899217	4.74865153	-1	Bedding	9.00894356	322.10876465	232.10876465	-0.25527954	Qtz	Fri Aug 16 14:57:37 2024	
Point (739909.24948649003636092 4488781.07581045012921095)	031f9c56dc389e25c011b7738ad8941b	05D	f244004040ec7573d4433005d4230079	739909.24948649	4488781.07581045	40.51507318	-6.16822111	29T	12.65603559	4.74865153	-1	Bedding	11.18240643	298.64077759	208.64077759	-0.25527954	Qtz	Fri Aug 16 14:57:27 2024	
Point (739907.64563305000774562 4488779.18825231958180666)	031f9c56dc389e25c011b7738ad8941b	05D	a2ec2709cbe990f5eff94e04ca77cdcc	739907.64563305	4488779.18825232	40.51505666	-6.16824074	29T	8.69833235	2.32726591	-1	Bedding	13.46283913	352.49407959	262.49407959	-0.25527954	Qtz	Fri Aug 16 14:57:18 2024	
Point (739909.41974935994949192 4488769.33861896954476833)	031f9c56dc389e25c011b7738ad8941b	05D	27219cc36728036351ab174ac3721424	739909.41974936	4488769.33861897	40.51496752	-6.16822355	29T	3	2.69029882	-1	Bedding	8.50562382	292.9888916	202.9888916	-0.25527954	Qtz	Fri Aug 16 14:57:06 2024	
Point (739914.98312437999993563 4488751.46345209982246161)	031f9c56dc389e25c011b7738ad8941b	05D	f210c0f1a38363265a70e5044373413d	739914.98312438	4488751.4634521	40.51480507	-6.16816474	29T	5.9586005	4.48638698	-1	Bedding	11.62211418	336.71429443	246.71429443	-0.25527954	Qtz	Fri Aug 16 14:53:47 2024	
Point (739915.22412304999306798 4488749.15376957971602678)	031f9c56dc389e25c011b7738ad8941b	05D	36277f4a651c395785c346a69d9c0f7a	739915.22412305	4488749.15376958	40.51478422	-6.16816277	29T	3	3.07209784	-1	Bedding	10.41864777	334.32333374	244.32333374	-0.25527954	Qtz	Fri Aug 16 14:53:37 2024	
Point (739979.13125749002210796 4488623.33144233003258705)	031f9c56dc389e25c011b7738ad8941b	05D	840b1985c46129f0d87d430a385825e7	739979.13125749	4488623.33144233	40.5136336	-6.167457	29T	10.03355106	4.74865153	-1	Bedding	17.95585823	339.77142334	249.77142334	-0.25527954	Ms+Qtz	Fri Aug 16 14:40:12 2024	
Point (739976.0847865300020203 4488628.03564579971134663)	031f9c56dc389e25c011b7738ad8941b	05D	6eb1bdac7f6243054dc3ee84cc5dbaff	739976.08478653	4488628.0356458	40.5136768	-6.16749113	29T	3	2	-1	Bedding	15.79829597	344.87942505	254.87942505	-0.25527954	Ms+Qtz	Fri Aug 16 14:39:57 2024	
Point (739969.95446140004787594 4488640.39775929041206837)	031f9c56dc389e25c011b7738ad8941b	05D	a3ca47471b79eee02765b96cb75f8ee8	739969.9544614	4488640.39775929	40.51378981	-6.16755872	29T	3	2.45661042	-1	Bedding	21.19937706	324.18307495	234.18307495	-0.25527954	Ms+Qtz	Fri Aug 16 14:38:23 2024	
Point (739964.7708943800535053 4488649.39764709025621414)	031f9c56dc389e25c011b7738ad8941b	05D	dd766155f1525a637652d66be29736af	739964.77089438	4488649.39764709	40.51387229	-6.16761642	29T	4.86809371	4.74865155	-1	Bedding	18.27343369	313.59225464	223.59225464	-0.25527954	Ms+Qtz	Fri Aug 16 14:37:50 2024	
Point (739969.6790317699778825 4488655.0520620197057724)	031f9c56dc389e25c011b7738ad8941b	05D	c66cffc004bb43c040e0d5853345ff19	739969.67903177	4488655.05206202	40.51392175	-6.16755642	29T	3	2.83730834	-1	Bedding	20.12584877	319.86245728	229.86245728	-0.25527954	Ms+Qtz	Fri Aug 16 14:37:18 2024	
Point (739965.22947387001477182 4488683.09194066002964973)	031f9c56dc389e25c011b7738ad8941b	05D	aa56ff3e49c0be16445624de7bafc077	739965.22947387	4488683.09194066	40.51417534	-6.16759825	29T	11.51542395	4.74865153	-1	Bedding	20.61690521	8.97786903	278.97787476	-0.25527954	Qtz	Fri Aug 16 14:35:47 2024	
Point (739966.06741701997816563 4488678.73141990974545479)	031f9c56dc389e25c011b7738ad8941b	05D	885db0fe8a2f54c66d8ec949e085b610	739966.06741702	4488678.73141991	40.51413586	-6.16759002	29T	3.45726395	3.56803977	-1	Bedding	22.25383949	355.31350708	265.31350708	-0.25527954	Qtz	Fri Aug 16 14:35:29 2024	
Point (739972.34436381002888083 4488678.75597565993666649)	031f9c56dc389e25c011b7738ad8941b	05D	e5cc7fc673f251051ea356e872c58369	739972.34436381	4488678.75597566	40.51413427	-6.16751601	29T	3	4.74865153	-1	Bedding	19.06975365	350.65280151	260.65280151	-0.25527954	Qtz	Fri Aug 16 14:33:36 2024	
Point (739972.34436381002888083 4488678.75597565993666649)	031f9c56dc389e25c011b7738ad8941b	05D	7580fe270ff8326aa5a2cf43d0f59c95	739972.34436381	4488678.75597566	40.51413427	-6.16751601	29T	3	4.74865153	-1	Bedding	28.2472477	7.28126526	277.28125	-0.25527954	Qtz	Fri Aug 16 14:33:27 2024	
Point (739972.34436381002888083 4488678.75597565993666649)	031f9c56dc389e25c011b7738ad8941b	05D	4d0a3981e62c51f7380577a4811e2026	739972.34436381	4488678.75597566	40.51413427	-6.16751601	29T	3	4.74865153	-1	Bedding	21.99583626	11.79724312	281.79724121	-0.25527954	Qtz	Fri Aug 16 14:33:20 2024	
Point (739972.36819869000464678 4488679.07103578001260757)	031f9c56dc389e25c011b7738ad8941b	05D	dcb23805d2693295a8b4f80e05d58754	739972.36819869	4488679.07103578	40.51413709	-6.16751561	29T	3	4.74865153	-1	Bedding	24.71185875	5.05225039	275.05224609	-0.25527954	Qtz	Fri Aug 16 14:33:08 2024	
Point (739941.34414366004057229 4488833.00607255008071661)	031f9c56dc389e25c011b7738ad8941b	05D	c43f62e53f9732918121c5981c7b899b	739941.34414366	4488833.00607255	40.51553117	-6.16782305	29T	4.51695042	4.74865153	-1	Bedding	9.67584324	297.85540771	207.85540771	-0.25527954	Qtz	Fri Aug 16 14:26:30 2024	
Point (739938.28355464001651853 4488833.5227360799908638)	031f9c56dc389e25c011b7738ad8941b	05D	cc8f081e085a674f3656a4a261048014	739938.28355464	4488833.52273608	40.5155367	-6.16785893	29T	7.57317235	4.72578794	-1	Bedding	15.82997894	290.53384399	200.53384399	-0.25527954	Ms+Qtz	Fri Aug 16 14:25:49 2024	
Point (739936.8096459599910304 4488834.4528065100312233)	031f9c56dc389e25c011b7738ad8941b	05D	b6a871a6b2c4802ea29190a1b33a926d	739936.80964596	4488834.45280651	40.5155455	-6.16787596	29T	3	2.61866206	-1	Bedding	5.85238314	306.06149292	216.06149292	-0.25527954	Ms+Qtz	Fri Aug 16 14:25:37 2024	
Point (739926.05630637996364385 4488871.75475476030260324)	031f9c56dc389e25c011b7738ad8941b	05D	3a5007451270dad2b6f538f137053ac7	739926.05630638	4488871.75475476	40.51588425	-6.16798861	29T	4.32792044	3.81912563	-1	Bedding	25.15272331	253.16673279	163.16673279	-0.25527954	Ms+Qtz	Fri Aug 16 14:24:27 2024	
Point (739940.11753580998629332 4488890.31394733022898436)	031f9c56dc389e25c011b7738ad8941b	05D	f13a7cd71f1ed2702e131f35da3ade18	739940.11753581	4488890.31394733	40.51604718	-6.16781579	29T	4.20268766	4.74865152	-1	Bedding	17.34652138	273.36630249	183.36630249	-0.25527954	Qtz	Fri Aug 16 14:22:46 2024	
Point (739924.58456171001307666 4488880.054092220030725)	031f9c56dc389e25c011b7738ad8941b	05D	9a36e71099afd2cb578cc59395fa4993	739924.58456171	4488880.05409222	40.51595935	-6.16800281	29T	5.03531275	4.74854123	-1	Bedding	25.0928154	235.59114075	145.59114075	-0.25527954	Ms+Qtz	Fri Aug 16 14:21:52 2024	
Point (739924.50096140999812633 4488880.48832434043288231)	031f9c56dc389e25c011b7738ad8941b	05D	9c97458b7b1c2f69a68566cce94084aa	739924.50096141	4488880.48832434	40.51596328	-6.16800364	29T	3.30466924	6.68103881	-1	Bedding	25.37689781	239.81845093	149.81845093	-0.25527954	Ms+Qtz	Fri Aug 16 14:21:43 2024	
Point (739924.54524229001253843 4488891.4254754101857543)	031f9c56dc389e25c011b7738ad8941b	05D	a3f940eeabc3a95922d45b52c47a7382	739924.54524229	4488891.42547541	40.51606168	-6.16799897	29T	3.17678165	2.43593145	-1	Bedding	18.54814148	238.11549377	148.11549377	-0.25527954	Ms+Qtz	Fri Aug 16 14:21:03 2024	
Point (739853.56821763003244996 4488942.36356703005731106)	031f9c56dc389e25c011b7738ad8941b	05D	436bd12c68f5c6c786a3ea980b68c212	739853.56821763	4488942.36356703	40.51654054	-6.1688165	29T	4.55578217	4.74865153	-1	Bedding	8.62965107	224.55702209	134.55702209	-0.25527954	Qtz	Fri Aug 16 14:03:12 2024	
Point (739845.85051239002496004 4488949.34636995010077953)	031f9c56dc389e25c011b7738ad8941b	05D	b1ea55a9bd7cbb0c7e59fe48c2f9bcff	739845.85051239	4488949.34636995	40.51660561	-6.16890484	29T	4.73183606	4.5714976	-1	Bedding	21.95153809	245.63616943	155.63616943	-0.25527954	Qtz	Fri Aug 16 14:02:36 2024	
Point (739863.26008629996795207 4488983.91629042010754347)	031f9c56dc389e25c011b7738ad8941b	05D	1cea5111a488995ac936952e110e1ff5	739863.2600863	4488983.91629042	40.51691163	-6.16868649	29T	3.50374818	2.51669137	-1	Bedding	39.9725914	208.68212891	118.68212891	-0.25527954	Qtz	Fri Aug 16 13:58:43 2024	
Point (739911.66326488996855915 4488936.03442205023020506)	031f9c56dc389e25c011b7738ad8941b	05D	9c093c58b9725124aa9d815143ccecfe	739911.66326489	4488936.03442205	40.5164668	-6.16813395	29T	3.12759162	4.74865153	-1	Bedding	38.25559235	211.25245667	121.25245667	-0.25527954	Qtz	Fri Aug 16 13:55:31 2024	
Point (739904.25125411001499742 4488942.42646025959402323)	031f9c56dc389e25c011b7738ad8941b	05D	d467527762ad1b81a4cc4ad270a5e1a3	739904.25125411	4488942.42646026	40.51652646	-6.16821891	29T	5.64809327	4.74865153	-1	Bedding	34.9356308	192.65460205	102.65460205	-0.25527954	Qtz	Fri Aug 16 13:55:05 2024	
Point (739894.34261278004851192 4488935.43483086954802275)	031f9c56dc389e25c011b7738ad8941b	05D	3e6a998f6c819f328f8958c85a6db063	739894.34261278	4488935.43483087	40.51646641	-6.16833839	29T	6.12012734	4.74865153	-1	Bedding	18.25491142	204.44503784	114.44503784	-0.25527954	Ms+Qtz	Fri Aug 16 13:51:32 2024	
