wkt_geom	localityId	localityName	dataId	x	y	latitude	longitude	zone	altitude	horiz_precision	vert_precision	planeType	dip	dipAzimuth	strike	declination	unitId	timedate	notes
Point (739889.32311986002605408 4488939.69755235966295004)	031f9c56dc389e25c011b7738ad8941b	05D	e5a614d92ef896878764676739a5ec7b	739889.32311986	4488939.69755236	40.51650622	-6.16839595	29T	7.29497479	4.42373819	-1	Bedding	26.42570877	215.40719604	125.40719604	-0.25527954	Ms+Qtz	Fri Aug 16 13:51:18 2024	
Point (739881.57485583995003253 4488936.63551777973771095)	031f9c56dc389e25c011b7738ad8941b	05D	7d8f99e959c6a119a16d68b733175403	739881.57485584	4488936.63551778	40.51648091	-6.16848846	29T	3.85298729	4.17549366	-1	Bedding	39.60627747	212.998703	122.998703	-0.25527954	Ms+Qtz	Fri Aug 16 13:50:16 2024	
Point (739881.5893106700386852 4488938.82392743043601513)	031f9c56dc389e25c011b7738ad8941b	05D	b81d5f1ce532a14c6884d0501b77a08d	739881.58931067	4488938.82392743	40.51650059	-6.16848746	29T	4.24923009	4.74865153	-1	Bedding	55.52439499	218.09124756	128.09124756	-0.25527954	Ms+Qtz	Fri Aug 16 13:49:21 2024	
Point (739863.95872226997744292 4488953.06355811003595591)	031f9c56dc389e25c011b7738ad8941b	05D	1a6abe93b760c8d2fa80d7e4acb67514	739863.95872227	4488953.06355811	40.51663382	-6.16868994	29T	3.72383201	4.74865153	-1	Bedding	17.63863945	202.76817322	112.76817322	-0.25527954	Ms+Qtz	Fri Aug 16 13:47:11 2024	
Point (739864.39364710997324437 4488953.54030777979642153)	031f9c56dc389e25c011b7738ad8941b	05D	893848d1155a676e8b1f3b6479863b47	739864.39364711	4488953.54030778	40.51663798	-6.16868463	29T	3	3.43538407	-1	Bedding	22.89348412	203.93855286	113.93855286	-0.25527954	Ms+Qtz	Fri Aug 16 13:47:04 2024	
Point (739852.16515033005271107 4488971.30068880040198565)	031f9c56dc389e25c011b7738ad8941b	05D	9c1c4a8d61745fe3025899fcd1c2e9a5	739852.16515033	4488971.3006888	40.51680133	-6.16882208	29T	4.43773356	4.74865153	-1	Bedding	26.7744503	175.64610291	85.64610291	-0.25527954	Ms+Qtz	Fri Aug 16 13:42:34 2024	
Point (739848.32626668002922088 4488974.30486395955085754)	031f9c56dc389e25c011b7738ad8941b	05D	e056943a634ff787a999014cb3e9bcc5	739848.32626668	4488974.30486396	40.51682947	-6.1688662	29T	3.63140273	3.53438428	-1	Bedding	13.8579073	121.2437439	31.2437439	-0.25527954	Ms+Qtz	Fri Aug 16 13:42:02 2024	
Point (739824.79565583996009082 4488968.50826433021575212)	031f9c56dc389e25c011b7738ad8941b	05D	abcb456f16893ab87d3e4ca80c1ce598	739824.79565584	4488968.50826433	40.51678411	-6.16914582	29T	3	4.74865151	-1	Bedding	31.7967968	185.83329773	95.83329773	-0.25527954	Qtz	Fri Aug 16 13:36:25 2024	
Point (739826.40192665997892618 4488968.50329857971519232)	031f9c56dc389e25c011b7738ad8941b	05D	ba638820482cdb8bbfd005aeeff97e92	739826.40192666	4488968.50329858	40.5167836	-6.16912689	29T	4.00524952	4.74865153	-1	Bedding	30.40955925	180.97297668	90.97297668	-0.25527954	Qtz	Fri Aug 16 13:36:15 2024	
Point (739828.16450227005407214 4488964.33639714028686285)	031f9c56dc389e25c011b7738ad8941b	05D	3a226892f408b4209e61d2b4fe8d4856	739828.16450227	4488964.33639714	40.5167456	-6.16910769	29T	4.26401573	4.74631684	-1	Bedding	25.99468231	181.32073975	91.32073975	-0.25527954	Qtz	Fri Aug 16 13:36:05 2024	
Point (739827.84246830001939088 4488963.66560569033026695)	031f9c56dc389e25c011b7738ad8941b	05D	ec31a36da4bf84ca0760a6991e8239a7	739827.8424683	4488963.66560569	40.51673966	-6.16911174	29T	5.18718719	6.44468744	-1	Bedding	24.92943954	183.42819214	93.42819214	-0.25527954	Qtz	Fri Aug 16 13:35:55 2024	
Point (739822.5201550800120458 4488987.92190087027847767)	031f9c56dc389e25c011b7738ad8941b	05D	306b16ce47cefc4301147a93b067a7d6	739822.52015508	4488987.92190087	40.51695945	-6.1691653	29T	11.66108322	6.31018747	-1	Bedding	31.29837418	174.98291016	84.98291016	-0.25527954	Qtz	Fri Aug 16 12:09:52 2024	
Point (739816.89147642999887466 4488994.78415201976895332)	031f9c56dc389e25c011b7738ad8941b	05D	c306322d0103b60bf71b4883eafcc7d6	739816.89147643	4488994.78415202	40.51702283	-6.16922906	29T	3	4.74865153	-1	Bedding	17.66326332	195.72268677	105.72268677	-0.25527954	Qtz	Fri Aug 16 12:09:13 2024	
Point (739803.98614046000875533 4488986.23234639037400484)	031f9c56dc389e25c011b7738ad8941b	05D	831b8afd6c6261f5c857cf844aab2515	739803.98614046	4488986.23234639	40.51694961	-6.16938446	29T	3.38015095	4.74865153	-1	Bedding	29.9931488	148.6499176	58.6499176	-0.25527954	Qtz	Fri Aug 16 12:04:30 2024	
Point (739807.81832866999320686 4488986.50401293020695448)	031f9c56dc389e25c011b7738ad8941b	05D	09e41666970419f232ae52cf466c19b5	739807.81832867	4488986.50401293	40.51695094	-6.16933917	29T	4.87720479	4.74865153	-1	Bedding	17.61111069	165.76138306	75.76138306	-0.25527954	Qtz	Fri Aug 16 12:03:53 2024	
Point (739805.85076506994664669 4488982.29969395976513624)	031f9c56dc389e25c011b7738ad8941b	05D	2abc5a41f5b1256e90dd0e3e3a9de1b7	739805.85076507	4488982.29969396	40.51691368	-6.16936396	29T	4.85803318	4.7798202	-1	Bedding	26.29663277	168.16600037	78.16600037	-0.25527954	Qtz	Fri Aug 16 12:03:39 2024	
Point (739801.72671228996478021 4488989.50944203976541758)	031f9c56dc389e25c011b7738ad8941b	05D	1ac2cce82fdd2ea8e6ce75924a94fff7	739801.72671229	4488989.50944204	40.51697975	-6.16940986	29T	3.36579755	4.74865153	-1	Bedding	28.35640907	223.03912354	133.03912354	-0.25527954	Qtz	Fri Aug 16 12:02:37 2024	
Point (739801.13307860994245857 4488990.68161408975720406)	031f9c56dc389e25c011b7738ad8941b	05D	c4ee9a76845d1e17cc2b1becb8e26900	739801.13307861	4488990.68161409	40.51699047	-6.16941641	29T	3.28839908	4.74865153	-1	Bedding	20.99820518	242.73257446	152.73257446	-0.25527954	Qtz	Fri Aug 16 12:02:26 2024	
Point (739796.88369703001808375 4488991.69537742994725704)	031f9c56dc389e25c011b7738ad8941b	05D	b03fe6c48ce93d9c29ef70bddbc538ce	739796.88369703	4488991.69537743	40.51700082	-6.16946613	29T	3	4.74865153	-1	Bedding	25.68181229	224.79168701	134.79168701	-0.25527954	Qtz	Fri Aug 16 12:02:09 2024	
Point (739797.60315628000535071 4488991.7219702797010541)	031f9c56dc389e25c011b7738ad8941b	05D	44310f981774b3a641e462fec88b430e	739797.60315628	4488991.72197028	40.51700085	-6.16945764	29T	3	4.74865153	-1	Bedding	31.41040421	234.74247742	144.74247742	-0.25527954	Ms+Qtz	Fri Aug 16 12:01:57 2024	
Point (739799.03580736997537315 4488990.86077957972884178)	031f9c56dc389e25c011b7738ad8941b	05D	344f5089bb578d6e17c38b77d93f3328	739799.03580737	4488990.86077958	40.51699268	-6.16944107	29T	3.42899371	4.74865154	-1	Bedding	47.26176834	233.55601501	143.55601501	-0.25527954	Ms+Qtz	Fri Aug 16 12:01:46 2024	
Point (739704.70663580996915698 4488521.11657478008419275)	48ecc86296262f823806b5a162af74a8	05C	76535399cf0f97bbbce2dc6578529a4f	739704.70663581	4488521.11657478	40.51279319	-6.17073105	29T	10.11117554	13.95643022	-1	Bedding	50.6623497	30.25779915	300.2578125	-0.25527954	Qtz	Fri Aug 16 11:20:39 2024	
Point (739697.5672522799577564 4488521.64451797027140856)	48ecc86296262f823806b5a162af74a8	05C	b6127054342307eb46d9156c10d577b0	739697.56725228	4488521.64451797	40.5128	-6.17081502	29T	6.20658433	4.74865153	-1	Bedding	43.79648209	40.16147232	310.16146851	-0.25527954	Qtz	Fri Aug 16 11:19:45 2024	
Point (739682.24868404003791511 4488513.43182320985943079)	48ecc86296262f823806b5a162af74a8	05C	ad9aecdf1ed04415f888e8564de9ca4a	739682.24868404	4488513.43182321	40.51273053	-6.17099872	29T	5.14244747	4.90036211	-1	Bedding	39.8052597	38.55425262	308.55426025	-0.25527954	Qtz	Fri Aug 16 10:47:10 2024	
Point (739677.6809976800577715 4488506.25400848034769297)	48ecc86296262f823806b5a162af74a8	05C	ad98a2ff9dc5a2a2a24e96caea5e39eb	739677.68099768	4488506.25400848	40.51266726	-6.17105529	29T	4.59659859	4.74865153	-1	Bedding	54.50927353	40.98442459	310.98443604	-0.25527954	Qtz	Fri Aug 16 10:46:03 2024	
Point (739675.58986318996176124 4488508.83616745006293058)	48ecc86296262f823806b5a162af74a8	05C	9af9b1a4fa18d466dc6e44cb65eda37b	739675.58986319	4488508.83616745	40.5126911	-6.17107897	29T	3.32196408	4.74865153	-1	Bedding	39.89411926	32.76568985	302.76568604	-0.25527954	Qtz	Fri Aug 16 10:45:44 2024	
Point (739672.46403470996301621 4488511.00346069969236851)	48ecc86296262f823806b5a162af74a8	05C	e2842f0c17b7f7100fbef842707b5efe	739672.46403471	4488511.0034607	40.5127115	-6.171115	29T	3.99465584	17.17904505	-1	Bedding	41.78380585	41.62648392	311.62649536	-0.25527954	Qtz	Fri Aug 16 10:45:18 2024	
Point (739672.96193300001323223 4488510.18855804018676281)	48ecc86296262f823806b5a162af74a8	05C	1572dacede9c428d916fdb0a955412ec	739672.961933	4488510.18855804	40.51270403	-6.17110944	29T	3	4.74865153	-1	Bedding	58.0224762	30.83571434	300.83572388	-0.25527954	Qtz	Fri Aug 16 10:45:09 2024	
Point (739671.61237376998178661 4488509.68539872020483017)	48ecc86296262f823806b5a162af74a8	05C	22631585b1132f1febbd5b0f1c02a7d6	739671.61237377	4488509.68539872	40.51269989	-6.17112554	29T	3	4.74865153	-1	Bedding	39.54993057	55.96612167	325.96612549	-0.25527954	Qtz	Fri Aug 16 10:44:48 2024	
Point (739650.71492950001265854 4488518.81036940962076187)	f08ac9132d4b377cd70b834f044b435f	05B	2c46dfbda7aaf8a351fc0342a99bc085	739650.7149295	4488518.81036941	40.51278803	-6.17136845	29T	5.55773163	2.37740057	-1	Bedding	39.11235809	24.83733749	294.83734131	-0.25527954	Qtz	Fri Aug 16 10:31:41 2024	
Point (739651.5204658800503239 4488518.91934903990477324)	f08ac9132d4b377cd70b834f044b435f	05B	88868b96b98293b7d2ab2789188894eb	739651.52046588	4488518.91934904	40.51278878	-6.17135892	29T	4.95785761	5.02737179	-1	Bedding	46.77471924	37.36297226	307.36297607	-0.25527954	Qtz	Fri Aug 16 10:31:33 2024	
Point (739648.80845818005036563 4488526.75141630973666906)	f08ac9132d4b377cd70b834f044b435f	05B	90cd1fd723bddbf0ac3e235ae8806c3b	739648.80845818	4488526.75141631	40.51286004	-6.17138793	29T	5.52690792	6.21749947	-1	Bedding	44.5239296	53.24596405	323.24597168	-0.25527954	Qtz	Fri Aug 16 10:29:29 2024	
Point (739641.21279761998448521 4488537.5158295901492238)	f08ac9132d4b377cd70b834f044b435f	05B	d5879a7672948946108ef41da561b94e	739641.21279762	4488537.51582959	40.51295909	-6.1714734	29T	7.03396729	4.74865153	-1	Bedding	51.32440567	44.58387375	314.5838623	-0.25527954	Qtz	Fri Aug 16 10:27:37 2024	
Point (739643.6890519600128755 4488540.1976469699293375)	f08ac9132d4b377cd70b834f044b435f	05B	74aecbe787676249d3b33185132909e2	739643.68905196	4488540.19764697	40.5129825	-6.17144319	29T	6.52863066	2.92340231	-1	Bedding	49.05482864	34.9237442	304.92373657	-0.25527954	Qtz	Fri Aug 16 10:26:55 2024	
Point (739642.54978246998507529 4488542.92005509044975042)	f08ac9132d4b377cd70b834f044b435f	05B	db8abf549d72714a294ce7bc87a8f910	739642.54978247	4488542.92005509	40.51300733	-6.17145559	29T	10.38236804	4.74865153	-1	Bedding	43.78835678	35.55891418	305.55889893	-0.25527954	Qtz	Fri Aug 16 10:25:30 2024	
Point (739632.28549136000219733 4488595.77475406043231487)	f08ac9132d4b377cd70b834f044b435f	05B	39b9f96d9168484a51a73a1c5cd1e7ac	739632.28549136	4488595.77475406	40.51348588	-6.17155661	29T	8.5337994	4.74865153	-1	Bedding	35.71499252	66.10342407	336.10342407	-0.25527954	Qtz	Fri Aug 16 10:20:54 2024	
Point (739642.13020722998771816 4488594.51226866990327835)	f08ac9132d4b377cd70b834f044b435f	05B	34c203fb8631e53118a3ec8293406920	739642.13020723	4488594.51226867	40.51347168	-6.17144102	29T	3.58879089	2.52721177	-1	Bedding	35.4832077	48.6183815	318.61837769	-0.25527954	Ms+Qtz	Fri Aug 16 10:19:58 2024	
Point (739640.03851970995310694 4488594.57724975980818272)	f08ac9132d4b377cd70b834f044b435f	05B	dd0bac36836e1faacc227e3e6d31ab34	739640.03851971	4488594.57724976	40.51347287	-6.17146565	29T	5.72587162	3.68988889	-1	Bedding	35.97625351	44.24999619	314.25	-0.25527954	Ms+Qtz	Fri Aug 16 10:19:03 2024	
Point (739615.92897202004678547 4488617.1256675198674202)	f08ac9132d4b377cd70b834f044b435f	05B	86eb7c6e040431bdaed8ebce8f821b78	739615.92897202	4488617.12566752	40.51368272	-6.17174136	29T	11.21820221	3080.79682357	-1	Bedding	12.69719696	21.68104172	291.68103027	-0.25527954	Qtz	Fri Aug 16 10:10:18 2024	
Point (739631.11349678004626185 4488615.48221589997410774)	f08ac9132d4b377cd70b834f044b435f	05B	72005a7d82e43aca014b74334ecb3096	739631.11349678	4488615.4822159	40.51366355	-6.17156297	29T	9.16307747	4.74865153	-1	Bedding	37.22011948	39.72066116	309.72067261	-0.25527954	Qtz	Fri Aug 16 09:15:00 2024	
Point (739631.95493907004129142 4488617.81840066984295845)	f08ac9132d4b377cd70b834f044b435f	05B	ffc2cc72726901b6140572391b3e5e84	739631.95493907	4488617.81840067	40.51368432	-6.17155216	29T	6.58322981	4.74865153	-1	Bedding	39.20087051	30.15719795	300.15719604	-0.25527954	Qtz	Fri Aug 16 09:14:48 2024	
Point (739645.22253151005133986 4488640.04616777040064335)	f08ac9132d4b377cd70b834f044b435f	05B	cd3f1ae06793bcde506591488132ce9f	739645.22253151	4488640.04616777	40.5138805	-6.17138733	29T	9.49000168	15.44003255	-1	Bedding	29.25282478	38.25901794	308.2590332	-0.25527954	Ms+Qtz	Fri Aug 16 09:13:21 2024	
Point (739643.31336189003195614 4488626.68587609007954597)	f08ac9132d4b377cd70b834f044b435f	05B	f93333d100c6c6e882ebf7d38e9910f8	739643.31336189	4488626.68587609	40.51376083	-6.17141489	29T	3	4.74865153	-1	Bedding	23.96713638	30.63523102	300.63522339	-0.25527954	Ms+Qtz	Fri Aug 16 09:12:38 2024	
Point (739642.33963584003504366 4488628.31231551989912987)	f08ac9132d4b377cd70b834f044b435f	05B	1f9dd74f64491b5be08fcb34ad663a3a	739642.33963584	4488628.31231552	40.51377575	-6.17142576	29T	3	4.74865153	-1	Bedding	27.59444427	35.86486053	305.86486816	-0.25527954	Ms+Qtz	Fri Aug 16 09:12:30 2024	
Point (739641.17152464005630463 4488624.35222477000206709)	f08ac9132d4b377cd70b834f044b435f	05B	e0104055feadb3331f8d90c16d513f04	739641.17152464	4488624.35222477	40.51374045	-6.17144103	29T	3	4.74865153	-1	Bedding	24.52218628	32.76807785	302.76806641	-0.25527954	Ms+Qtz	Fri Aug 16 09:12:19 2024	
Point (739639.98094839998520911 4488625.14323573000729084)	f08ac9132d4b377cd70b834f044b435f	05B	57a1b8c01e44f604faad2aa0eeafb1af	739639.9809484	4488625.14323573	40.51374792	-6.17145477	29T	3	4.74865153	-1	Bedding	24.12218285	34.44565201	304.44564819	-0.25527954	Ms+Qtz	Fri Aug 16 09:12:15 2024	
Point (739808.90703034005127847 4488615.74906441010534763)	66b995b3eda1fe9fb90dbc2369103b9e	05A	237774090f9f223a589dfbabad73b1ca	739808.90703034	4488615.74906441	40.51361458	-6.16946675	29T	3	4.74865153	-1	Bedding	15.54004574	358.74472046	268.74472046	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 08:41:02 2024	
Point (739804.8273804800119251 4488618.4236702099442482)	66b995b3eda1fe9fb90dbc2369103b9e	05A	31d970471cfb632529fe0f510ba89a45	739804.82738048	4488618.42367021	40.51363983	-6.16951383	29T	3	4.74865153	-1	Bedding	21.4635334	14.61469841	284.61468506	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 08:40:53 2024	
Point (739803.30183132004458457 4488622.63028841000050306)	66b995b3eda1fe9fb90dbc2369103b9e	05A	ae504689a3a2a34f75e149d8f48e36e3	739803.30183132	4488622.63028841	40.51367812	-6.16953022	29T	4.94646215	12.64749806	-1	Bedding	27.96899414	27.35654831	297.35653687	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 08:17:28 2024	
Point (739803.03062477998901159 4488622.78842248022556305)	66b995b3eda1fe9fb90dbc2369103b9e	05A	50284367726c9ec12e3c5ccd59bbb380	739803.03062478	4488622.78842248	40.51367962	-6.16953336	29T	4.94646215	12.64749806	-1	Bedding	20.05423164	17.49596024	287.49597168	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 08:17:20 2024	
Point (739802.67031981004402041 4488623.0421163197606802)	66b995b3eda1fe9fb90dbc2369103b9e	05A	a18f09354b0609f801bd2962ec3da325	739802.67031981	4488623.04211632	40.51368201	-6.16953751	29T	4.94646215	12.64749806	-1	Bedding	20.58661079	39.6364975	309.63650513	-0.25527954	Ms+Qtz+Ss	Fri Aug 16 08:17:14 2024	
Point (739998.33867365005426109 4488549.60050716996192932)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	486d6c4672fe9c809434283f540c687e	739998.33867365	4488549.60050717	40.51296461	-6.16725849	29T	3.72381336	4.74865152	-1	Bedding	16.85660172	265.6131897	175.6131897	-0.25527954	Ms+Qtz	Thu Aug 15 16:14:24 2024	
Point (740000.47031177999451756 4488553.89239783026278019)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	24a979a43177dac49ab6e72b31d90263	740000.47031178	4488553.89239783	40.51300261	-6.16723173	29T	3	4.74865151	-1	Bedding	10.66382313	315.91131592	225.91131592	-0.25527954	Ms+Qtz	Thu Aug 15 16:14:13 2024	
Point (740008.77856217999942601 4488555.67253370024263859)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	d31d5d437e387139df68652ff5561120	740008.77856218	4488555.6725337	40.51301623	-6.16713311	29T	3.1044815	4.74865154	-1	Bedding	25.96749687	276.25094604	186.25094604	-0.25527954	Qtz	Thu Aug 15 16:13:35 2024	
Point (740017.73539111996069551 4488556.54117442015558481)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	09d871d67d6683b188611ffc9cfde75c	740017.73539112	4488556.54117442	40.51302145	-6.16702718	29T	3.48929607	4.74865153	-1	Bedding	15.70157242	324.42495728	234.42495728	-0.25527954	Qtz	Thu Aug 15 16:13:15 2024	
Point (740017.57531910995021462 4488557.95040491037070751)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	b67e10024e2dfb2f5f7fbe950e44a591	740017.57531911	4488557.95040491	40.51303418	-6.16702854	29T	3.42891104	4.74865153	-1	Bedding	26.10640335	348.69424438	258.69424438	-0.25527954	Qtz	Thu Aug 15 16:13:08 2024	
Point (740020.28591085004154593 4488561.79717487003654242)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	5a1b6735e5d1da3c5669dcb70091621b	740020.28591085	4488561.79717487	40.51306801	-6.16699512	29T	3	4.74865152	-1	Bedding	42.08852005	335.86227417	245.86227417	-0.25527954	Qtz	Thu Aug 15 16:13:01 2024	
Point (740018.08611556002870202 4488560.84772162977606058)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	d276a4c642a5ddb4631bba584c9031b4	740018.08611556	4488560.84772163	40.5130601	-6.16702142	29T	3	4.74865153	-1	Bedding	30.86685944	310.6602478	220.6602478	-0.25527954	Qtz	Thu Aug 15 16:12:55 2024	
Point (740014.29592798999510705 4488560.35442680958658457)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	bd3ecb9b2de9cbeb4d02323934a3c436	740014.29592799	4488560.35442681	40.51305676	-6.16706629	29T	3	4.74865153	-1	Bedding	26.30196381	309.24734497	219.24734497	-0.25527954	Qtz	Thu Aug 15 16:12:48 2024	
Point (740010.62438883003778756 4488555.73563386034220457)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	fd8c4bf5c6650b17315116c10e86f84e	740010.62438883	4488555.73563386	40.51301626	-6.16711132	29T	3	4.74865153	-1	Bedding	34.12727737	272.33053589	182.33053589	-0.25527954	Qtz	Thu Aug 15 16:12:42 2024	
Point (740036.77061252004932612 4488554.96115673985332251)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	f7b114e879c4945b3430bb465f2f94bb	740036.77061252	4488554.96115674	40.51300173	-6.16680337	29T	4.80244112	4.41241747	-1	Bedding	16.31683159	302.68170166	212.68170166	-0.25527954	Qtz	Thu Aug 15 15:44:23 2024	
Point (740018.37020263995509595 4488558.45380822010338306)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	0527ebf2b54dbbe9d79ac1a3034210ca	740018.37020264	4488558.45380822	40.51303848	-6.16701898	29T	12.19437981	15.1922596	-1	Bedding	38.07419968	309.36981201	219.36981201	-0.25527954	Qtz	Thu Aug 15 15:41:38 2024	
Point (740005.21149741997942328 4488553.21258055046200752)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	8c5f77d7c4b78bfbcab08597e8f195e0	740005.21149742	4488553.21258055	40.51299512	-6.1671761	29T	7.02989181	4.74865153	-1	Bedding	30.85116386	271.31362915	181.31362915	-0.25527954	Qtz	Thu Aug 15 15:38:39 2024	
Point (740007.19205349998082966 4488553.30266498029232025)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	04bac9b738efb6c8a248bda900e70acc	740007.1920535	4488553.30266498	40.51299536	-6.16715271	29T	6.81817324	2.87462041	-1	Bedding	23.89320946	295.18664551	205.18664551	-0.25527954	Qtz	Thu Aug 15 15:38:33 2024	
Point (740009.6381110999500379 4488552.95013692043721676)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	2fd0dcf5621b86c3f5968a6c41e15c71	740009.6381111	4488552.95013692	40.51299148	-6.16712401	29T	3.0836091	3.35353986	-1	Bedding	23.47621155	287.06851196	197.06851196	-0.25527954	Qtz	Thu Aug 15 15:38:26 2024	
Point (740000.01533712004311383 4488518.82077686954289675)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	283d29d10960d8553916bd966709d3bb	740000.01533712	4488518.82077687	40.51268717	-6.16725039	29T	3.30674447	4.74865143	-1	Bedding	20.97976303	342.51119995	252.51119995	-0.25527954	Ms+Qtz	Thu Aug 15 15:24:49 2024	
Point (740002.5352108400547877 4488519.39328762982040644)	58c1d2a73819ece4a1e1afe085b8eb7c	04I	fc2dd8d0cb8d6e6731e53eab19d3baf7	740002.53521084	4488519.39328763	40.51269159	-6.16722046	29T	6.35097561	4.74865153	-1	Bedding	22.40149689	23.56569862	293.56570435	-0.25527954	Ms+Qtz	Thu Aug 15 15:24:41 2024	
Point (739908.95246603002306074 4488460.3909962298348546)	48437b92142b55bd57119a2218852ef4	04H	f016124b1fb48ab8bda075110dbf0333	739908.95246603	4488460.39099623	40.51218775	-6.1683461	29T	4.32875728	4.74865152	-1	Bedding	16.35085869	358.15991211	268.15991211	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 14:02:44 2024	
Point (739911.48673995002172887 4488462.44359290972352028)	48437b92142b55bd57119a2218852ef4	04H	dccba96aa0667451bd772dcd5755f152	739911.48673995	4488462.44359291	40.51220549	-6.16831545	29T	4.29187781	4.74865153	-1	Bedding	22.07727432	19.13401604	289.1340332	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 14:02:35 2024	
Point (739913.18194923002738506 4488462.57317021023482084)	48437b92142b55bd57119a2218852ef4	04H	4a44b67e4d551c5c2872c5cc4906a65e	739913.18194923	4488462.57317021	40.51220617	-6.16829541	29T	4.20933041	4.74865153	-1	Bedding	19.67378426	2.57733488	272.57733154	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 14:02:28 2024	
Point (739911.0895189200527966 4488460.91420818958431482)	673e7a7ecc74006922a9a4225bfa3fe9	04G	13ec719c8a7458ceade567357cfcc286	739911.08951892	4488460.91420819	40.51219184	-6.16832071	29T	3.51350032	4.74865153	-1	Bedding	22.37264442	16.73786926	286.737854	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 14:00:24 2024	
Point (739913.99048818997107446 4488463.91388943046331406)	673e7a7ecc74006922a9a4225bfa3fe9	04G	6c6270367cede6fccec1b5e20131d51a	739913.99048819	4488463.91388943	40.512218	-6.16828537	29T	4.61959537	4.74865153	-1	Bedding	20.06512642	10.92576313	280.92578125	-0.25527954	Ms+Qtz+Ss	Thu Aug 15 14:00:06 2024	
Point (739737.97374158003367484 4488493.04002793040126562)	673e7a7ecc74006922a9a4225bfa3fe9	04G	a658e058bc0a854a4ca70428406a1501	739737.97374158	4488493.04002793	40.51253095	-6.17034947	29T	5.68400415	4.74865153	-1	Bedding	38.83172226	31.17821312	301.17822266	-0.25527954	Qtz	Thu Aug 15 12:34:51 2024	
Point (739747.54634455998893827 4488490.22957048006355762)	673e7a7ecc74006922a9a4225bfa3fe9	04G	15a404522137885b6facc19fe2ec5ee2	739747.54634456	4488490.22957048	40.51250289	-6.17023768	29T	4.7168848	4.46141463	-1	Bedding	37.20858383	34.68482971	304.68481445	-0.25527954	Qtz	Thu Aug 15 12:34:39 2024	
Point (739747.71552849002182484 4488488.73823392018675804)	673e7a7ecc74006922a9a4225bfa3fe9	04G	2e4cac842efa8df84aedd22658295474	739747.71552849	4488488.73823392	40.51248942	-6.17023625	29T	3.24280047	7.91117903	-1	Bedding	30.83101273	40.54380035	310.54379272	-0.25527954	Qtz	Thu Aug 15 12:34:35 2024	
Point (739755.67727132001891732 4488498.95842124987393618)	673e7a7ecc74006922a9a4225bfa3fe9	04G	5936361dacdbade95b6afa89a61654ee	739755.67727132	4488498.95842125	40.51257908	-6.17013852	29T	5.56921434	5.08320377	-1	Bedding	35.10118484	16.62033272	286.62033081	-0.25527954	Qtz	Thu Aug 15 12:33:23 2024	
Point (739741.35176529001910239 4488501.39720294997096062)	673e7a7ecc74006922a9a4225bfa3fe9	04G	9e25f919eff7f4e9752e626235f9cc47	739741.35176529	4488501.39720295	40.51260517	-6.17030649	29T	4.47282526	4.74865153	-1	Bedding	36.42188263	46.91171646	316.91171265	-0.25527954	Qtz	Thu Aug 15 12:32:43 2024	
Point (739748.28091875999234617 4488506.86921920999884605)	673e7a7ecc74006922a9a4225bfa3fe9	04G	f63fdaba231770e8f40219099d850f0c	739748.28091876	4488506.86921921	40.5126524	-6.17022272	29T	5.94418001	12.67563819	-1	Bedding	41.42616272	21.18998528	291.19000244	-0.25527954	Qtz	Thu Aug 15 12:32:33 2024	
Point (739753.31391426001209766 4488503.57325831986963749)	673e7a7ecc74006922a9a4225bfa3fe9	04G	c23a6faa0a14446c0d53515a520e5978	739753.31391426	4488503.57325832	40.51262129	-6.17016463	29T	3.09654641	2.94097582	-1	Bedding	44.29071045	42.03004074	312.0300293	-0.25527954	Qtz	Thu Aug 15 12:31:23 2024	
Point (739753.97154596995096654 4488502.90306818019598722)	673e7a7ecc74006922a9a4225bfa3fe9	04G	8565fc2267d033763398ee5fe22e8e84	739753.97154597	4488502.90306818	40.51261507	-6.17015714	29T	5.41845417	5.14799221	-1	Bedding	31.87937164	51.91543198	321.91543579	-0.25527954	Qtz	Thu Aug 15 12:31:19 2024	
